type,description,risk_score,created_at,category
Human Name,Database Administrators,50,2025-03-31 05:09:27.663138,Incident
Human Name,Incident Response,50,2025-03-31 05:09:31.528937,Incident
Human Name,Payment Processing API,50,2025-03-31 05:09:33.975509,Incident
Username,localhost:5002,11,2025-03-31 05:09:38.234660,Incident
Human Name,PostgreSQL Database,50,2025-03-31 05:11:13.455151,Incident
Human Name,System Administrators,50,2025-03-31 05:11:20.634906,Incident
Human Name,PostgreSQL Database,21,2025-03-31 05:11:23.529061,Incident
Human Name,Network Switch,21,2025-03-31 05:11:24.682559,Incident
Human Name,Primary Application Server,50,2025-03-31 05:11:28.878166,Incident
Human Name,Database Administrators,50,2025-03-31 05:11:32.792751,Incident
Human Name,Incident Response,50,2025-03-31 05:11:36.711687,Incident
Human Name,Payment Processing API,50,2025-03-31 05:11:40.363728,Incident
Username,localhost:5002,11,2025-03-31 05:11:44.521501,Incident
Human Name,PostgreSQL Database,21,2025-03-31 05:12:43.259688,Incident
Human Name,System Administrators,50,2025-03-31 05:12:48.755576,Incident
Human Name,Customer Management System,50,2025-03-31 05:12:52.180912,Incident
Human Name,Network Switch,21,2025-03-31 05:12:53.162467,Incident
Human Name,Primary Application Server,50,2025-03-31 05:12:57.419180,Incident
Human Name,Database Administrators,50,2025-03-31 05:13:02.400070,Incident
Human Name,Incident Response,50,2025-03-31 05:13:06.451844,Incident
Human Name,Payment Processing API,50,2025-03-31 05:13:10.119336,Incident
Username,localhost:5002,11,2025-03-31 05:13:13.681737,Incident
Human Name,Customer Management System,50,2025-03-31 06:40:18.477409,Incident
Human Name,PostgreSQL Database,21,2025-03-31 06:40:33.544580,Incident
Error,Error fetching SpiderFoot data for query 'localhost:5002': Expecting value: line 1 column 1 (char 0),50,2025-03-31 06:40:34.714353,Incident
Error,Error fetching SpiderFoot data for query 'localhost:5002': Expecting value: line 1 column 1 (char 0),50,2025-03-31 06:40:38.022140,Incident
Human Name,System Administrators,50,2025-03-31 06:40:40.998334,Incident
Error,Error fetching SpiderFoot data for query 'localhost:5002': Expecting value: line 1 column 1 (char 0),50,2025-03-31 06:40:43.225116,Incident
Human Name,User Authentication Process,50,2025-03-31 06:40:44.427736,Incident
Human Name,Customer Management System,50,2025-03-31 06:40:47.888270,Incident
Username,localhost:5002,11,2025-03-31 06:40:52.000391,Incident
Human Name,Customer Management System,50,2025-03-31 06:40:53.295310,Incident
Human Name,Network Switch,21,2025-03-31 06:40:53.684010,Incident
Human Name,PostgreSQL Database,21,2025-03-31 06:41:01.026096,Incident
Human Name,PostgreSQL Database,21,2025-03-31 06:41:04.918743,Incident
Human Name,Primary Application Server,50,2025-03-31 06:41:05.354001,Incident
Human Name,System Administrators,50,2025-03-31 06:41:10.625442,Incident
Username,localhost:5002,58,2025-03-31 07:36:48.820222,Incident
Human Name,System Administrators,50,2025-03-31 06:41:13.919906,Incident
Human Name,Database Administrators,50,2025-03-31 06:41:14.297532,Incident
Human Name,Network Switch,21,2025-03-31 06:41:20.079995,Incident
Human Name,Network Switch,21,2025-03-31 06:41:23.593135,Incident
Human Name,Incident Response,50,2025-03-31 06:41:24.036993,Incident
Human Name,Primary Application Server,50,2025-03-31 06:41:29.780104,Incident
Human Name,Payment Processing API,50,2025-03-31 06:41:34.545230,Incident
Human Name,Primary Application Server,50,2025-03-31 06:41:34.545461,Incident
Human Name,Database Administrators,50,2025-03-31 06:41:40.317412,Incident
Username,localhost:5002,11,2025-03-31 06:41:42.893219,Incident
Human Name,Database Administrators,50,2025-03-31 06:41:44.336760,Incident
Human Name,Incident Response,50,2025-03-31 06:41:50.336312,Incident
Username,localhost:5002,10,2025-03-31 08:07:52.653309,Incident
Human Name,Incident Response,50,2025-03-31 06:41:54.432733,Incident
Human Name,Payment Processing API,50,2025-03-31 06:41:58.924809,Incident
Human Name,Payment Processing API,50,2025-03-31 06:42:02.217039,Incident
Username,localhost:5002,11,2025-03-31 06:42:05.982736,Incident
Username,localhost:5002,11,2025-03-31 06:42:09.283618,Incident
Username,localhost:5002,58,2025-03-31 07:35:17.897074,Incident
Username,localhost:5002,58,2025-03-31 07:35:25.731388,Incident
Username,localhost:5002,58,2025-03-31 07:35:42.867903,Incident
Username,localhost:5002,58,2025-03-31 07:35:50.810678,Incident
Username,localhost:5002,58,2025-03-31 07:36:11.505144,Incident
Human Name,PostgreSQL Database,100,2025-03-31 07:36:21.742207,Incident
Human Name,PostgreSQL Database,100,2025-03-31 07:36:41.583096,Incident
Human Name,PostgreSQL Database,100,2025-03-31 07:36:51.442684,Incident
Human Name,PostgreSQL Database,100,2025-03-31 07:40:55.066380,Incident
Username,localhost:5002,58,2025-03-31 07:40:55.088676,Incident
Linked URL - External,https://www.iana.org/domains/example,50,2025-03-31 07:43:31.982060,Incident
Linked URL - Internal,http://example.com/,50,2025-03-31 07:43:34.269514,Incident
Web Content,"<!doctype html>
<html>
<head>
    <title>Example Domain</title>

    <meta charset=""utf-8"" />
    <meta http-equiv=""Content-type"" content=""text/html; charset=utf-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1"" />
    <style type=""text/css"">
    body {
        background-color: #f0f0f2;
        margin: 0;
        padding: 0;
        font-family: -apple-system, system-ui, BlinkMacSystemFont, ""Segoe UI"", ""Open Sans"", ""Helvetica Neue"", Helvetica, Arial, sans-serif;
        
    }
    div {
        width: 600px;
        margin: 5em auto;
        padding: 2em;
        background-color: #fdfdff;
        border-radius: 0.5em;
        box-shadow: 2px 3px 7px 2px rgba(0,0,0,0.02);
    }
    a:link, a:visited {
        color: #38488f;
        text-decoration: none;
    }
    @media (max-width: 700px) {
        div {
            margin: 0 auto;
            width: auto;
        }
    }
    </style>    
</head>

<body>
<div>
    <h1>Example Domain</h1>
    <p>This domain is for use in illustrative examples in documents. You may use this
    domain in literature without prior coordination or asking for permission.</p>
    <p><a href=""https://www.iana.org/domains/example"">More information...</a></p>
</div>
</body>
</html>
",50,2025-03-31 07:43:36.517225,Incident
Web Content Type,text/html,50,2025-03-31 07:43:39.605642,Incident
HTTP Headers,"{""accept-ranges"": ""bytes"", ""content-type"": ""text/html"", ""etag"": ""\""84238dfc8092e5d9c0dac8ef93371a07:1736799080.121134\"""", ""last-modified"": ""Mon, 13 Jan 2025 20:11:20 GMT"", ""vary"": ""Accept-Encoding"", ""content-encoding"": ""gzip"", ""content-length"": ""648"", ""cache-control"": ""max-age=551"", ""date"": ""Mon, 31 Mar 2025 02:13:19 GMT"", ""connection"": ""keep-alive""}",50,2025-03-31 07:43:42.026555,Incident
HTTP Status Code,200,50,2025-03-31 07:43:45.218335,Incident
Linked URL - Internal,http://example.com,50,2025-03-31 07:43:47.683458,Incident
Internet Name,example.com,50,2025-03-31 07:43:50.810643,Incident
Linked URL - External,https://www.iana.org/domains/example,50,2025-03-31 07:53:52.843977,Incident
Username,localhost:5002,11,2025-03-31 07:54:01.283251,Incident
Linked URL - Internal,http://example.com/,16,2025-03-31 07:54:04.926388,Incident
Username,localhost:5002,11,2025-03-31 07:54:06.827871,Incident
Web Content,"<!doctype html>
<html>
<head>
    <title>Example Domain</title>

    <meta charset=""utf-8"" />
    <meta http-equiv=""Content-type"" content=""text/html; charset=utf-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1"" />
    <style type=""text/css"">
    body {
        background-color: #f0f0f2;
        margin: 0;
        padding: 0;
        font-family: -apple-system, system-ui, BlinkMacSystemFont, ""Segoe UI"", ""Open Sans"", ""Helvetica Neue"", Helvetica, Arial, sans-serif;
        
    }
    div {
        width: 600px;
        margin: 5em auto;
        padding: 2em;
        background-color: #fdfdff;
        border-radius: 0.5em;
        box-shadow: 2px 3px 7px 2px rgba(0,0,0,0.02);
    }
    a:link, a:visited {
        color: #38488f;
        text-decoration: none;
    }
    @media (max-width: 700px) {
        div {
            margin: 0 auto;
            width: auto;
        }
    }
    </style>    
</head>

<body>
<div>
    <h1>Example Domain</h1>
    <p>This domain is for use in illustrative examples in documents. You may use this
    domain in literature without prior coordination or asking for permission.</p>
    <p><a href=""https://www.iana.org/domains/example"">More information...</a></p>
</div>
</body>
</html>
",50,2025-03-31 07:54:09.796439,Incident
Web Content Type,text/html,50,2025-03-31 07:54:09.831831,Incident
Linked URL - External,https://www.iana.org/domains/example,50,2025-03-31 07:54:12.684108,Incident
HTTP Headers,"{""accept-ranges"": ""bytes"", ""content-type"": ""text/html"", ""etag"": ""\""84238dfc8092e5d9c0dac8ef93371a07:1736799080.121134\"""", ""last-modified"": ""Mon, 13 Jan 2025 20:11:20 GMT"", ""vary"": ""Accept-Encoding"", ""content-encoding"": ""gzip"", ""content-length"": ""648"", ""cache-control"": ""max-age=551"", ""date"": ""Mon, 31 Mar 2025 02:13:19 GMT"", ""connection"": ""keep-alive""}",50,2025-03-31 07:54:14.771533,Incident
HTTP Status Code,200,50,2025-03-31 07:54:14.794538,Incident
Linked URL - Internal,http://example.com/,16,2025-03-31 07:54:18.560687,Incident
Linked URL - Internal,http://example.com,6,2025-03-31 07:54:21.564181,Incident
Web Content,"<!doctype html>
<html>
<head>
    <title>Example Domain</title>

    <meta charset=""utf-8"" />
    <meta http-equiv=""Content-type"" content=""text/html; charset=utf-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1"" />
    <style type=""text/css"">
    body {
        background-color: #f0f0f2;
        margin: 0;
        padding: 0;
        font-family: -apple-system, system-ui, BlinkMacSystemFont, ""Segoe UI"", ""Open Sans"", ""Helvetica Neue"", Helvetica, Arial, sans-serif;
        
    }
    div {
        width: 600px;
        margin: 5em auto;
        padding: 2em;
        background-color: #fdfdff;
        border-radius: 0.5em;
        box-shadow: 2px 3px 7px 2px rgba(0,0,0,0.02);
    }
    a:link, a:visited {
        color: #38488f;
        text-decoration: none;
    }
    @media (max-width: 700px) {
        div {
            margin: 0 auto;
            width: auto;
        }
    }
    </style>    
</head>

<body>
<div>
    <h1>Example Domain</h1>
    <p>This domain is for use in illustrative examples in documents. You may use this
    domain in literature without prior coordination or asking for permission.</p>
    <p><a href=""https://www.iana.org/domains/example"">More information...</a></p>
</div>
</body>
</html>
",50,2025-03-31 07:54:24.646920,Incident
Web Content Type,text/html,50,2025-03-31 07:54:24.666443,Incident
Internet Name,example.com,9,2025-03-31 07:54:27.842592,Incident
HTTP Headers,"{""accept-ranges"": ""bytes"", ""content-type"": ""text/html"", ""etag"": ""\""84238dfc8092e5d9c0dac8ef93371a07:1736799080.121134\"""", ""last-modified"": ""Mon, 13 Jan 2025 20:11:20 GMT"", ""vary"": ""Accept-Encoding"", ""content-encoding"": ""gzip"", ""content-length"": ""648"", ""cache-control"": ""max-age=551"", ""date"": ""Mon, 31 Mar 2025 02:13:19 GMT"", ""connection"": ""keep-alive""}",50,2025-03-31 07:54:31.019383,Incident
HTTP Status Code,200,50,2025-03-31 07:54:31.041062,Incident
Human Name,PostgreSQL Database,100,2025-03-31 07:54:33.649184,Incident
Linked URL - Internal,http://example.com,6,2025-03-31 07:54:37.255811,Incident
Username,localhost:5002,58,2025-03-31 07:54:40.389064,Incident
Internet Name,example.com,9,2025-03-31 07:54:43.679703,Incident
Human Name,User Authentication Process,20,2025-03-31 08:07:52.504222,Incident
Human Name,PostgreSQL Database,100,2025-03-31 07:54:49.066565,Incident
Username,localhost:5002,11,2025-03-31 07:54:52.687471,Incident
Human Name,Database Administrators,50,2025-03-31 07:55:45.039134,Incident
Human Name,Database Administrators,50,2025-03-31 08:06:09.700733,Incident
Username,localhost:5002,10,2025-03-31 08:06:18.366100,Incident
Username,localhost:5002,10,2025-03-31 08:06:20.795853,Incident
Username,localhost:5002,10,2025-03-31 08:06:23.631451,Incident
Human Name,Database Administrators,50,2025-03-31 08:06:25.158572,Incident
Username,localhost:5002,10,2025-03-31 08:06:52.202632,Incident
Human Name,Database Administrators,50,2025-03-31 08:06:56.827350,Incident
Human Name,Network Switch,20,2025-03-31 08:06:56.884173,Incident
Human Name,Network Switch,20,2025-03-31 08:07:47.775750,Incident
Human Name,Database Administrators,50,2025-03-31 08:07:57.004392,Incident
Human Name,User Authentication Process,20,2025-03-31 08:09:30.324618,Incident
Human Name,Access Control Management,9,2025-03-31 08:09:36.387646,Incident
Human Name,Network Switch,20,2025-03-31 08:09:36.515395,Incident
Username,localhost:5002,10,2025-03-31 08:09:40.676410,Incident
Human Name,Database Administrators,50,2025-03-31 08:09:45.565837,Incident
Username,localhost:5002,86,2025-03-31 09:32:49.329629,Incident
Username,localhost:5002,86,2025-03-31 09:32:52.909910,Incident
Username,localhost:5002,0,2025-03-31 09:32:53.507222,Incident
Username,localhost:5002,86,2025-03-31 09:32:56.951075,Incident
Username,localhost:5002,0,2025-03-31 09:33:01.210528,Incident
Username,localhost:5002,0,2025-03-31 09:33:57.035207,Incident
Username,localhost:5002,86,2025-03-31 09:34:01.560941,Incident
Username,localhost:5002,0,2025-03-31 09:34:04.637578,Incident
Username,localhost:5002,86,2025-03-31 09:34:05.025879,Incident
Username,localhost:5002,0,2025-03-31 09:34:09.989416,Incident
Username,localhost:5002,0,2025-03-31 09:34:15.657239,Incident
Username,localhost:5002,0,2025-03-31 09:34:21.147739,Incident
Username,localhost:5002,86,2025-03-31 09:34:24.462800,Incident
Username,localhost:5002,0,2025-03-31 09:34:25.929189,Incident
Username,localhost:5002,0,2025-03-31 09:38:35.212321,Incident
Username,localhost:5002,86,2025-03-31 09:38:39.348092,Incident
Username,localhost:5002,0,2025-03-31 09:38:42.696538,Incident
Username,localhost:5002,86,2025-03-31 09:38:42.777579,Incident
Username,localhost:5002,0,2025-03-31 09:38:48.109307,Incident
Username,localhost:5002,0,2025-03-31 09:38:52.902435,Incident
Username,localhost:5002,0,2025-03-31 09:41:11.537148,Incident
Username,localhost:5002,86,2025-03-31 09:41:15.478287,Incident
Username,localhost:5002,0,2025-03-31 09:41:16.759006,Incident
Username,localhost:5002,86,2025-03-31 09:41:18.900586,Incident
Username,localhost:5002,0,2025-03-31 09:41:22.048382,Incident
Username,localhost:5002,0,2025-03-31 09:41:27.009937,Incident
Username,localhost:5002,86,2025-03-31 09:41:31.754656,Incident
Username,localhost:5002,0,2025-03-31 09:41:31.958129,Incident
Username,localhost:5002,0,2025-03-31 09:41:37.095462,Incident
Username,localhost:5002,58,2025-03-31 09:47:59.242286,Incident
Username,localhost:5002,58,2025-03-31 09:48:07.487898,Incident
Username,localhost:5002,58,2025-03-31 09:49:17.007512,Incident
Username,localhost:5002,58,2025-03-31 09:49:30.426106,Incident
Username,localhost:5002,58,2025-03-31 09:49:49.915076,Incident
Human Name,Network Firewall,100,2025-03-31 09:49:58.849872,Incident
Human Name,Network Firewall,100,2025-03-31 09:50:03.719402,Incident
Username,localhost:5002,58,2025-03-31 09:50:11.095106,Incident
Human Name,Network Firewall,100,2025-03-31 09:50:14.254583,Incident
Human Name,Network Firewall,100,2025-03-31 09:50:39.412781,Incident
Username,localhost:5002,58,2025-03-31 09:50:44.436249,Incident
Human Name,Network Firewall,100,2025-03-31 09:51:25.233358,Incident
Username,localhost:5002,58,2025-03-31 09:51:30.740258,Incident
Human Name,Network Firewall,100,2025-03-31 09:51:35.287187,Incident
Username,localhost:5002,58,2025-03-31 09:51:40.770386,Incident
Human Name,PostgreSQL Database,100,2025-03-31 09:52:10.524591,Incident
Username,localhost:5002,58,2025-03-31 09:52:19.538803,Incident
Username,localhost:5002,58,2025-03-31 09:52:27.549684,Incident
Human Name,PostgreSQL Database,100,2025-03-31 09:52:41.291507,Incident
Human Name,Network Firewall,100,2025-03-31 09:52:47.896477,Incident
Human Name,PostgreSQL Database,100,2025-03-31 09:52:50.755999,Incident
Username,localhost:5002,58,2025-03-31 09:52:51.815030,Incident
Human Name,PostgreSQL Database,100,2025-03-31 09:53:12.290285,Incident
Human Name,Network Firewall,100,2025-03-31 09:53:17.699201,Incident
Human Name,PostgreSQL Database,100,2025-03-31 09:53:20.253732,Incident
Username,localhost:5002,58,2025-03-31 09:53:21.374543,Incident
Username,localhost:5002,35,2025-04-01 12:36:12.728519,Incident
Username,localhost:5002,35,2025-04-01 12:36:20.769884,Incident
Username,localhost:5002,35,2025-04-01 12:36:50.087778,Incident
Human Name,Database Server,48,2025-04-01 12:37:00.745451,Incident
Human Name,Database Server,48,2025-04-01 12:38:34.086310,Incident
Human Name,Database Server,48,2025-04-01 12:38:45.163517,Incident
Username,localhost:5002,35,2025-04-01 12:38:45.947675,Incident
Human Name,Database Server,48,2025-04-01 12:39:14.956723,Incident
Username,localhost:5002,35,2025-04-01 12:39:22.551262,Incident
Human Name,PostgreSQL Database,51,2025-04-01 12:39:24.746751,Incident
Human Name,PostgreSQL Database,51,2025-04-01 12:40:12.090435,Incident
Human Name,PostgreSQL Database,51,2025-04-01 12:40:22.992781,Incident
Human Name,Database Server,48,2025-04-01 12:40:23.355886,Incident
Username,localhost:5002,35,2025-04-01 12:40:28.403984,Incident
Human Name,PostgreSQL Database,51,2025-04-01 12:57:23.226634,Incident
Username,localhost:5002,35,2025-04-01 12:57:35.936040,Incident
Human Name,Database Server,48,2025-04-01 12:57:36.072291,Incident
Username,localhost:5002,35,2025-04-01 12:57:41.869388,Incident
Human Name,PostgreSQL Database,51,2025-04-01 12:57:43.217455,Incident
Username,localhost:5002,35,2025-04-01 12:57:45.029993,Incident
Human Name,Database Server,48,2025-04-01 12:57:50.620436,Incident
Username,localhost:5002,35,2025-04-01 12:57:55.569408,Incident
Human Name,PostgreSQL Database,51,2025-04-01 13:00:14.881091,Incident
Human Name,Database Server,48,2025-04-01 13:00:25.008864,Incident
Human Name,Development Workstations,50,2025-04-01 13:00:25.922750,Incident
Username,localhost:5002,35,2025-04-01 13:00:31.014209,Incident
Human Name,Development Workstations,50,2025-04-01 13:04:15.805500,Incident
Human Name,Backup and Recovery,29,2025-04-01 13:04:25.969156,Incident
Human Name,PostgreSQL Database,51,2025-04-01 13:04:26.647120,Incident
Human Name,Database Server,48,2025-04-01 13:04:31.731099,Incident
Username,localhost:5002,35,2025-04-01 13:04:36.545206,Incident
Human Name,Backup and Recovery,29,2025-04-01 13:07:11.952522,Incident
Human Name,Development Workstations,50,2025-04-01 13:07:22.911288,Incident
Human Name,Backup and Recovery,29,2025-04-01 13:07:23.011213,Incident
Human Name,PostgreSQL Database,51,2025-04-01 13:07:28.112439,Incident
Human Name,Database Server,48,2025-04-01 13:07:33.066624,Incident
Username,localhost:5002,35,2025-04-01 13:07:36.159084,Incident
Human Name,Backup and Recovery,29,2025-04-01 13:08:35.797189,Incident
Human Name,Primary Application Server,20,2025-04-01 13:08:43.929609,Incident
Human Name,Development Workstations,50,2025-04-01 13:08:48.257913,Incident
Human Name,PostgreSQL Database,51,2025-04-01 13:08:52.986365,Incident
Human Name,Database Server,48,2025-04-01 13:08:57.917255,Incident
Username,localhost:5002,35,2025-04-01 13:09:02.827279,Incident
Human Name,Primary Application Server,20,2025-04-01 13:10:04.609483,Incident
Human Name,Authentication Service,23,2025-04-01 13:10:16.858819,Incident
Human Name,Backup and Recovery,29,2025-04-01 13:10:17.806492,Incident
Human Name,Development Workstations,50,2025-04-01 13:10:23.127953,Incident
Human Name,PostgreSQL Database,51,2025-04-01 13:10:28.131800,Incident
Human Name,Database Server,48,2025-04-01 13:10:32.847923,Incident
Username,localhost:5002,35,2025-04-01 13:10:37.532675,Incident
Human Name,Authentication Service,23,2025-04-01 14:21:45.043490,Incident
Human Name,Primary Application Server,20,2025-04-01 14:22:00.606794,Incident
Username,localhost:5002,35,2025-04-01 14:22:01.243263,Incident
Human Name,Authentication Service,23,2025-04-01 14:22:05.063916,Incident
Human Name,Backup and Recovery,29,2025-04-01 14:22:08.736129,Incident
Username,localhost:5002,35,2025-04-01 14:22:10.602045,Incident
Human Name,Primary Application Server,20,2025-04-01 14:22:14.646582,Incident
Human Name,Development Workstations,50,2025-04-01 14:22:17.638681,Incident
Human Name,Backup and Recovery,29,2025-04-01 14:22:22.917036,Incident
Human Name,PostgreSQL Database,51,2025-04-01 14:22:26.097198,Incident
Human Name,Development Workstations,50,2025-04-01 14:22:31.142180,Incident
Human Name,Database Server,48,2025-04-01 14:22:34.284800,Incident
Human Name,PostgreSQL Database,51,2025-04-01 14:22:40.053069,Incident
Username,localhost:5002,35,2025-04-01 14:22:43.248070,Incident
Human Name,Database Server,48,2025-04-01 14:22:48.205903,Incident
Username,localhost:5002,35,2025-04-01 14:22:54.073026,Incident
Username,localhost:5002,35,2025-04-01 14:40:04.328914,Incident
Username,localhost:5002,35,2025-04-01 14:40:13.014645,Incident
Username,localhost:5002,35,2025-04-01 14:41:35.468250,Incident
Human Name,Backup and Recovery,29,2025-04-01 14:41:49.307629,Incident
Human Name,Backup and Recovery,29,2025-04-01 14:42:14.925010,Incident
Username,localhost:5002,35,2025-04-01 14:42:26.484033,Incident
Human Name,Backup and Recovery,29,2025-04-01 14:42:27.583458,Incident
Human Name,Backup and Recovery,29,2025-04-01 14:49:37.885833,Incident
Username,localhost:5002,35,2025-04-01 14:49:52.840886,Incident
Username,localhost:5002,35,2025-04-01 14:49:58.521883,Incident
Human Name,Backup and Recovery,29,2025-04-01 14:49:58.522186,Incident
Username,localhost:5002,35,2025-04-01 14:50:04.138683,Incident
Username,localhost:5002,35,2025-04-01 14:50:11.209340,Incident
Human Name,Backup and Recovery,29,2025-04-01 14:52:36.699262,Incident
Username,localhost:5002,35,2025-04-01 14:52:52.952198,Incident
Username,localhost:5002,35,2025-04-01 14:52:56.713513,Incident
Human Name,Backup and Recovery,29,2025-04-01 14:52:56.717109,Incident
Username,localhost:5002,35,2025-04-01 14:53:04.467099,Incident
Username,localhost:5002,35,2025-04-01 14:53:05.597665,Incident
Human Name,Backup and Recovery,29,2025-04-01 14:53:45.010581,Incident
Human Name,PostgreSQL Database,51,2025-04-01 14:54:03.639939,Incident
Username,localhost:5002,35,2025-04-01 14:54:08.411063,Incident
Human Name,PostgreSQL Database,51,2025-04-01 14:54:33.988826,Incident
Human Name,PostgreSQL Database,51,2025-04-01 14:54:49.384212,Incident
Human Name,Backup and Recovery,29,2025-04-01 14:54:53.195308,Incident
Username,localhost:5002,35,2025-04-01 14:55:01.778366,Incident
Human Name,PostgreSQL Database,51,2025-04-01 15:02:13.634162,Incident
Human Name,PostgreSQL Database,51,2025-04-01 15:02:33.397251,Incident
Username,localhost:5002,35,2025-04-01 15:02:37.440261,Incident
Human Name,Backup and Recovery,29,2025-04-01 15:02:46.274664,Incident
Username,localhost:5002,35,2025-04-01 15:02:49.366004,Incident
Human Name,Backup and Recovery,29,2025-04-01 15:02:52.876980,Incident
Username,localhost:5002,35,2025-04-01 15:03:05.631206,Incident
Username,localhost:5002,35,2025-04-01 15:03:10.638835,Incident
Human Name,PostgreSQL Database,51,2025-04-01 15:16:57.318555,Incident
Human Name,PostgreSQL Database,51,2025-04-01 15:16:57.318881,Incident
Human Name,PostgreSQL Database,51,2025-04-01 15:16:57.316790,Incident
Human Name,Backup and Recovery,29,2025-04-01 15:17:25.474273,Incident
Human Name,Backup and Recovery,29,2025-04-01 15:17:25.474695,Incident
Human Name,Backup and Recovery,29,2025-04-01 15:17:25.475029,Incident
Human Name,PostgreSQL Database,51,2025-04-01 15:17:44.421308,Incident
Username,localhost:5002,35,2025-04-01 15:17:44.522265,Incident
Username,localhost:5002,35,2025-04-01 15:17:44.519885,Incident
Username,localhost:5002,35,2025-04-01 21:38:31.791980,Incident
Human Name,PostgreSQL Database,51,2025-04-02 21:38:53.002901,Incident
Human Name,Access Control Management,20,2025-04-04 23:27:08.459645,Incident
Human Name,Backup and Recovery,29,2025-04-01 15:18:06.618630,Incident
Username,localhost:5002,35,2025-04-01 15:45:40.055589,Incident
Human Name,Backup and Recovery,29,2025-04-01 19:28:12.007497,Incident
Username,localhost:5002,35,2025-04-01 21:38:42.067687,Incident
Human Name,Access Control Management,20,2025-04-02 21:38:54.111850,Incident
Username,localhost:5002,35,2025-04-04 23:27:12.620250,Incident
Username,localhost:5002,35,2025-04-01 15:18:17.630560,Incident
Human Name,Payment Processing API,26,2025-04-01 19:04:01.685643,Incident
Username,localhost:5002,35,2025-04-01 19:28:16.587875,Incident
Human Name,Access Control Management,20,2025-04-01 21:38:50.010800,Incident
Username,localhost:5002,35,2025-04-02 21:38:56.355791,Incident
Human Name,Primary Application Server,20,2025-04-05 08:36:14.369441,Incident
Human Name,Primary Application Server,20,2025-04-05 08:36:14.369124,Incident
Human Name,PostgreSQL Database,51,2025-04-01 15:24:07.132596,Incident
Username,localhost:5002,35,2025-04-01 19:04:15.411082,Incident
Human Name,Access Control Management,20,2025-04-01 21:39:22.383724,Incident
Human Name,Access Control Management,20,2025-04-02 21:39:01.342281,Incident
Username,localhost:5002,35,2025-04-05 08:36:29.134586,Incident
Human Name,Payment Processing API,26,2025-04-01 15:24:22.862460,Incident
Human Name,PostgreSQL Database,51,2025-04-01 19:04:17.606593,Incident
Human Name,Access Control Management,20,2025-04-01 21:39:34.557894,Incident
Username,localhost:5002,35,2025-04-02 21:39:03.684214,Incident
Human Name,System Administrators,49,2025-04-05 08:36:34.204597,Incident
Human Name,Backup and Recovery,29,2025-04-01 15:24:22.895691,Incident
Human Name,Payment Processing API,26,2025-04-01 19:04:21.548238,Incident
Username,localhost:5002,35,2025-04-01 21:39:37.338062,Incident
Username,localhost:5002,35,2025-04-02 21:39:12.448539,Incident
Human Name,System Administrators,49,2025-04-05 08:36:34.204446,Incident
Username,localhost:5002,35,2025-04-01 15:24:29.955321,Incident
Username,localhost:5002,35,2025-04-01 19:04:22.946818,Incident
Human Name,Access Control Management,20,2025-04-01 21:40:27.435057,Incident
Human Name,PostgreSQL Database,51,2025-04-02 21:39:23.857693,Incident
Username,localhost:5002,35,2025-04-05 08:36:42.722140,Incident
Human Name,Payment Processing API,26,2025-04-01 15:29:10.890142,Incident
Human Name,Backup and Recovery,29,2025-04-01 19:04:25.086466,Incident
Username,localhost:5002,35,2025-04-01 21:40:40.784455,Incident
Human Name,Access Control Management,20,2025-04-02 21:39:35.047171,Incident
Human Name,PostgreSQL Database,51,2025-04-05 08:36:47.195161,Incident
Human Name,Payment Processing API,26,2025-04-01 15:29:27.958587,Incident
Human Name,PostgreSQL Database,51,2025-04-01 19:04:32.110439,Incident
Human Name,PostgreSQL Database,51,2025-04-01 21:40:41.054065,Incident
Human Name,System Administrators,49,2025-04-02 21:39:36.909565,Incident
Human Name,PostgreSQL Database,51,2025-04-05 08:36:47.195585,Incident
Human Name,PostgreSQL Database,51,2025-04-01 15:29:32.908423,Incident
Username,localhost:5002,35,2025-04-01 19:04:36.357364,Incident
Human Name,PostgreSQL Database,51,2025-04-01 23:02:18.454721,Incident
Username,localhost:5002,35,2025-04-02 21:39:40.200626,Incident
Human Name,Access Control Management,20,2025-04-05 08:36:54.544781,Incident
Human Name,Backup and Recovery,29,2025-04-01 15:29:40.994445,Incident
Human Name,Backup and Recovery,29,2025-04-01 19:04:51.249234,Incident
Username,localhost:5002,35,2025-04-01 23:02:32.882681,Incident
Human Name,System Administrators,49,2025-04-04 23:25:01.829953,Incident
Human Name,Access Control Management,20,2025-04-05 08:36:54.544408,Incident
Username,localhost:5002,35,2025-04-01 15:29:50.067523,Incident
Username,localhost:5002,35,2025-04-01 19:05:00.167799,Incident
Human Name,Access Control Management,20,2025-04-01 23:02:35.375937,Incident
Username,localhost:5002,35,2025-04-04 23:25:15.161200,Incident
Username,localhost:5002,35,2025-04-05 08:36:59.589872,Incident
Human Name,Payment Processing API,26,2025-04-01 15:44:51.486319,Incident
Human Name,Payment Processing API,26,2025-04-01 19:25:37.183675,Incident
Human Name,PostgreSQL Database,51,2025-04-01 23:02:38.213711,Incident
Human Name,PostgreSQL Database,51,2025-04-04 23:25:15.721607,Incident
Username,localhost:5002,35,2025-04-05 08:37:02.748519,Incident
